"";"";"Alnus.glutinosa.type";"Betula";"Calluna.vulgaris";"Castanea.sativa";"Corylus.avellana";"Cryptomeria.japonica";"Ericaceae";"Frangula.azorica";"Fraxinus.excelsior";"Hedera.azorica";"Ilex.perado";"Juniperus.brevifolia";"Ligustrum";"Myrica.faya";"Myrsine.africana";"Picconia.azorica";"Pinus";"Quercus";"Rubus";"Ulex.type";"Vaccinium.cylindraceum";"Viburnum.tinus";"Allium.type";"Ambrosia";"Anagallis";"Angelica.lignescens";"Apiaceae";"Artemisia";"Asteraceae.Subfam..Cichorioideae";"Bellis.type";"Bidens";"Boraginaceae";"Brassicaceae";"Centaurium";"Cerealia";"Chaerophyllum.azoricum";"Chenopodiaceae.type";"Chrysanthemum.type";"Crassulaceae";"Daucus.carota";"Euphorbia";"Euphrasia";"Fabaceae";"Falcaria.type";"Hydrangea";"Hypericum";"Juncaceae";"Lamiaceae";"Liliaceae.type";"Lysimachia";"Mentha.type";"Plantago.alpina.type";"Plantago.lanceolata.type";"Poaceae";"Pollen..tricolporate..small..smooth.";"Polygonum.persicaria.type";"Potentilla.type";"Ranunculus.cortusifolius.type";"Rubiaceae";"Rumex.acetosella.type";"Rumex.obtusifolius.type";"Sagina";"Secale";"Senecio.type";"Spergula.type";"Teucrium";"Thalictrum";"Urtica";"Verbena.officinalis";"Veronica";"Zea.mays";"Adiantum";"Anogramma.leptophylla.Pteris.cretica";"Asplenium.type";"Athyrium.filix.femina";"Blechnum";"Cheilanthes.type";"Culcita.macrocarpa";"Diphasiastrum.madeirense";"Dryopteris.dilatata.type";"Dryopteris.filix.mas.type";"Huperzia.selago";"Hymenophyllum.tunbrigense.type";"Lycopodium.inundatum";"Monolete.fern.spore";"Ophioglossum.azoricum";"Ophioglossum.lusitanicum";"Osmunda.regalis";"Polypodium";"Pteridium.aquilinum";"Selaginella.kraussiana";"Trichomanes";"Trilete.fern.spore"
"30";934,5;0;0;0,00373598946104041;0;0,00124533050901429;0;0,00124533050901429;0,00124533050901429;0;0;0,0149439599101641;0,450809460388954;0,00124533050901429;0,00622665047906899;0,154420921137698;0,0298879198203282;0;0;0;0;0;0,0049813199700547;0;0;0;0,0049813199700547;0;0;0,00124533050901429;0;0;0;0;0;0;0;0;0;0;0;0,00747198098808328;0;0;0;0;0,00249066101802859;0;0;0;0;0;0;0;0,0211706103892331;0;0,00124533050901429;0,00373598946104041;0;0,00249066101802859;0;0;0;0;0,00124533050901429;0;0;0;0;0;0;0;0;0,00622665047906899;0;0;0;0;0,0797011195208752;0;0;0;0,00124533050901429;0;0;0,15566624958071;0,00124533050901429;0;0,0249065998502735;0;0;0,00747198098808328;0,00747198098808328;0
"31";1010;0;0,00296296352023703;0,00296296352023703;0;0;0;0,00148148176011851;0,00444444528035554;0;0;0,0162962958783407;0,346666662208474;0;0,00444444528035554;0,171851849344119;0,0385185187971556;0;0,00148148176011851;0;0;0;0,00592592704047406;0;0;0;0,00740740880059257;0;0;0,00296296352023703;0,00148148176011851;0;0;0;0;0;0;0;0;0;0;0,00148148176011851;0;0;0;0;0,00444444528035554;0;0;0;0;0;0;0;0,0133333323581037;0,00148148176011851;0;0;0,00148148176011851;0,00592592704047406;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00740740880059257;0;0;0;0;0,0903703699524148;0,00148148176011851;0;0;0,00296296352023703;0,00148148176011851;0;0,220740736979141;0;0,00148148176011851;0,0192592593985778;0,00296296352023703;0;0,00592592704047406;0,00888888707774817;0
"32";1091;0,00119189500322337;0;0,00595947501611686;0;0;0;0,00238379000644674;0,00119189500322337;0;0,00238379000644674;0,0143027426024469;0,364719906879082;0,00119189500322337;0,00476758001289349;0,14898689078552;0,0297973776443507;0;0;0;0;0,00238379000644674;0,0083432650225636;0;0;0;0,00357568500967012;0;0;0,00119189500322337;0;0;0;0;0;0;0;0;0;0;0;0,00715137001934023;0;0;0;0;0,00119189500322337;0;0;0;0;0;0;0;0,0119189500322337;0,00119189500322337;0;0,00238379000644674;0;0,00476758001289349;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00715137001934023;0,00119189500322337;0;0;0,00119189500322337;0,0917759255032653;0,00238379000644674;0;0;0,00119189500322337;0;0,00119189500322337;0,224076283679892;0;0,00476758001289349;0,0262216926346806;0,00357568500967012;0;0,00595947501611686;0,0083432650225636;0
"33";1091;0,00122699492717376;0;0,00613496925918175;0;0;0;0,00368098209317776;0,00122699492717376;0;0;0,0147239256843675;0,399999994085644;0;0,00736196418635551;0,147239262220362;0,0282208591299048;0;0;0;0;0;0,00368098209317776;0;0;0;0,00736196418635551;0;0;0;0,00122699492717376;0;0;0;0;0;0;0,00122699492717376;0;0,00122699492717376;0;0,00368098209317776;0;0;0;0;0,00368098209317776;0;0;0;0;0;0;0;0,0184049077775453;0;0;0,00613496925918175;0;0,00368098209317776;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00981595135235951;0;0;0;0,00122699492717376;0,0601226976646438;0;0;0;0;0;0;0,223312880496547;0;0,00368098209317776;0,0159509206115413;0,00122699492717376;0;0,0134969334455373;0,0110429435911898;0
"34";1172;0;0,00156739877542721;0,00313479755085443;0;0;0;0,00156739877542721;0,00156739877542721;0;0;0,0156739794627363;0,379310337822668;0;0,00470219632628164;0,133228837870562;0,042319750353463;0;0,00156739877542721;0;0;0,00156739877542721;0,00156739877542721;0;0;0;0,0109717872822226;0;0;0,00156739877542721;0,00156739877542721;0;0;0;0;0;0;0;0;0;0;0,00626959095594091;0;0;0;0;0,00470219632628164;0;0;0;0;0;0,00156739877542721;0;0,0313479630712404;0;0,00156739877542721;0,00783698973136813;0,00156739877542721;0,00156739877542721;0;0;0;0;0;0;0;0;0,00156739877542721;0;0;0;0;0,00783698973136813;0;0;0;0,00156739877542721;0,0971786826188078;0;0;0;0;0;0;0,213166138105438;0;0;0,00470219632628164;0,00156739877542721;0;0,00470219632628164;0,00940438850679534;0
"35";1251;0;0;0;0;0;0;0,00272851135117224;0,00136425567558612;0;0;0,00682128206415169;0,335607098936345;0,00136425567558612;0,0109140527771311;0,148703960794414;0,0231923612298484;0;0;0;0;0,00136425567558612;0,00545702638856557;0;0;0;0,00272851135117224;0;0,00136425567558612;0,00818553773973781;0;0,00136425567558612;0;0;0;0;0;0,00136425567558612;0;0;0;0,0136425641283034;0;0;0;0;0,00545702638856557;0;0;0;0;0;0;0;0,0422919517467173;0,00136425567558612;0;0,00682128206415169;0;0,00136425567558612;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0163710791656967;0;0;0;0,00272851135117224;0,10504774968589;0,00272851135117224;0;0;0,00545702638856557;0;0,00272851135117224;0,221009552148911;0;0,00136425567558612;0;0;0;0,00954979710154501;0,00682128206415169;0,00272851135117224
"36";1331;0,00208768265909755;0,00208768265909755;0,00104384132954877;0;0,00104384132954877;0;0,00208768265909755;0,00104384132954877;0;0;0,0156576199432316;0,391440501726928;0;0,0198329852614267;0,140918579489084;0,0281837158978169;0;0;0;0;0,00208768265909755;0,00730688930684141;0;0;0,00104384132954877;0,00104384132954877;0;0;0,00835073063639018;0,00104384132954877;0;0;0;0;0;0;0;0;0,00208768265909755;0;0,0146137786136828;0;0;0;0;0,00104384132954877;0;0;0;0;0;0;0;0,0125260959545853;0,00208768265909755;0;0,00521920664774386;0,00104384132954877;0,00313152398864632;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0125260959545853;0;0;0;0;0,0991649263071334;0,00208768265909755;0;0;0;0;0;0,19415449044221;0;0,00730688930684141;0,00521920664774386;0;0;0,00521920664774386;0,00626304797729264;0
"37";1419;0;0;0,00131233782251428;0;0;0;0,00656168012044557;0,00131233782251428;0;0,00131233782251428;0,0144356935673425;0,354330704023746;0;0,00787401344689693;0,148293962629157;0,0328084006022278;0;0;0;0;0;0,00262467114896564;0;0;0;0,00131233782251428;0;0;0,00918635126941121;0,00131233782251428;0;0;0;0;0;0;0;0;0;0;0,00918635126941121;0;0;0,00131233782251428;0;0,00393700897147993;0;0;0;0;0;0;0;0,0144356935673425;0;0;0,00787401344689693;0;0,00262467114896564;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0144356935673425;0;0;0;0,00131233782251428;0,0813648280982495;0,00131233782251428;0;0;0;0,00131233782251428;0;0,237532804174303;0;0,00262467114896564;0,0104986890919255;0,00262467114896564;0,00131233782251428;0,0104986890919255;0,0131233602408911;0
"38";1547;0;0;0,00106044754408491;0;0;0;0,0106044558353352;0,00212089018679134;0;0,00212089018679134;0,00848356074716535;0,406150576150179;0;0,00318133773087625;0,132555668533419;0,038176033165001;0;0,00106044754408491;0;0;0;0,00636267056037401;0;0;0;0,00636267056037401;0,00106044754408491;0;0,00318133773087625;0;0;0;0;0;0;0;0;0;0;0;0,00954400829125026;0;0;0;0;0,00212089018679134;0;0;0;0,00106044754408491;0;0;0;0,00954400829125026;0,00318133773087625;0;0,00636267056037401;0;0,00106044754408491;0;0;0;0;0;0;0;0;0,00106044754408491;0;0;0;0,00106044754408491;0,0169671263957092;0;0;0;0;0,077412513874087;0;0;0;0,00106044754408491;0;0;0,221633080885547;0;0,00106044754408491;0,00742311810445892;0,00106044754408491;0;0,00848356074716535;0,00742311810445892;0
"39";1711;0,000963391176311715;0;0;0;0;0;0,00481695588155858;0,00289017352893515;0;0;0,00770712941049372;0,510597300661009;0;0,00289017352893515;0,105009633661137;0,03371868889249;0;0;0;0;0,00289017352893515;0,00770712941049372;0;0;0;0,00192678235262343;0;0;0,00385356470524686;0;0;0;0;0;0;0;0;0;0;0;0,00770712941049372;0;0;0;0;0,00289017352893515;0;0;0;0;0;0;0;0,00674373823418201;0,000963391176311715;0;0,00289017352893515;0;0,000963391176311715;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00289017352893515;0,0500963388897892;0,000963391176311715;0;0;0;0;0;0,215799614380144;0;0,00289017352893515;0,00867052058680544;0;0;0,00289017352893515;0,00867052058680544;0
"40";2065;0,00101833088336181;0,00101833088336181;0;0;0;0;0,0081466384192367;0,00203665960480917;0;0;0,00916496930259851;0,403258651476249;0;0,00712830969778933;0,118126272212333;0,0346232176055849;0;0;0,00101833088336181;0;0;0,00407331920961835;0;0;0;0,00203665960480917;0;0;0,00203665960480917;0,00101833088336181;0;0;0;0;0;0;0;0;0,00101833088336181;0;0,0132382885122169;0;0;0;0;0,00101833088336181;0,00101833088336181;0;0;0;0,00101833088336181;0;0;0,00610997881442752;0;0;0,00101833088336181;0;0,00305499048817098;0;0;0;0;0;0;0,00101833088336181;0;0;0;0;0;0;0,018329938605197;0;0;0;0;0,0315682271174139;0;0;0;0;0,00101833088336181;0;0,313645618055073;0;0,00101833088336181;0,00509165009298016;0;0;0,00509165009298016;0,00101833088336181;0
"41";2274;0;0;0,00594530301188919;0;0;0;0,00594530301188919;0,00118906110844204;0;0;0,00713436412033124;0,539833528155401;0;0,00475624190344715;0,0951248507205481;0,0321046372763301;0,00118906110844204;0;0;0;0,00237812221688409;0,00475624190344715;0;0;0;0,00237812221688409;0;0;0,00475624190344715;0,00118906110844204;0;0;0;0;0;0;0;0;0;0;0,00832342522877328;0;0;0;0;0,00832342522877328;0,00118906110844204;0;0;0;0;0;0;0,00832342522877328;0;0,00237812221688409;0,00118906110844204;0;0,00237812221688409;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0107015449153363;0;0;0;0,00118906110844204;0,0214030923609937;0;0;0;0;0;0;0,191438762549538;0,00356718079500511;0,00832342522877328;0,00475624190344715;0,00118906110844204;0;0,0107015449153363;0,00594530301188919;0
"42";2393;0;0;0,00101832955978073;0;0;0;0,00101832955978073;0,00203665911956146;0;0;0,00814663999046587;0,535641555665646;0;0,00101832955978073;0,0733197564019728;0,0274949086507398;0;0;0,00101832955978073;0;0;0,00610998087090441;0,00101832955978073;0;0;0,00407331823912293;0;0;0,00305498867934219;0,00101832955978073;0;0;0;0;0;0;0;0;0;0;0,00407331823912293;0;0;0,00101832955978073;0;0,00305498867934219;0;0;0;0;0;0;0;0,0132382877893695;0;0;0,00203665911956146;0;0,00203665911956146;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0112016286698081;0;0;0;0,00305498867934219;0,0112016286698081;0;0;0;0,00101832955978073;0;0;0,238289208306412;0,00203665911956146;0,00305498867934219;0,00610998087090441;0,00203665911956146;0;0,0234215904116169;0,00712831043068514;0
"43";2430;0;0;0,000867304174306756;0;0;0;0,00780572586277659;0,000867304174306756;0;0,000867304174306756;0,00867302613508861;0,54640068553053;0;0,00173460444661877;0,0667823043617781;0,0199479608911028;0;0,000867304174306756;0;0;0;0,00260190862092553;0;0;0;0,000867304174306756;0;0;0,00520381724185106;0,00260190862092553;0;0;0;0;0;0;0;0,000867304174306756;0;0;0,00607111751416308;0;0;0;0;0,00346920889323755;0;0;0;0;0;0;0;0,00954033030939537;0;0,000867304174306756;0,00693842168846984;0;0,000867304174306756;0;0;0;0;0,000867304174306756;0;0;0;0;0;0;0;0;0,00954033030939537;0;0;0;0,000867304174306756;0,00520381724185106;0;0;0;0,000867304174306756;0;0;0,2567215907674;0,00173460444661877;0,00433651306754431;0,00260190862092553;0;0;0,0156114478235584;0,00693842168846984;0
"44";2503;0;0;0,00199004755584267;0;0;0;0,00497512577020371;0,00298507362729635;0;0,000995026071453679;0,00696517332604638;0,47761194091468;0;0,00199004755584267;0,0855721412295933;0,0199004984937502;0;0;0;0;0;0,00696517332604638;0;0;0;0,00199004755584267;0;0;0,00497512577020371;0,00696517332604638;0;0;0;0;0;0;0;0;0;0;0,00696517332604638;0;0;0;0;0,00398009969875003;0;0;0;0;0,000995026071453679;0;0;0,0199004984937502;0;0,000995026071453679;0,0119402990962501;0;0,00199004755584267;0;0;0;0;0,00199004755584267;0;0;0;0;0;0;0;0;0,00995024695334274;0;0;0;0;0,00895522546895374;0,000995026071453679;0;0;0;0;0;0,266666666055058;0;0,00298507362729635;0,000995026071453679;0,000995026071453679;0,00298507362729635;0,0208955245652038;0,0119402990962501;0
"45";2572,5;0;0;0,00099701064936791;0;0;0;0,00498504350008005;0,00299102707472398;0;0;0,00697906479881587;0,455633091893755;0;0,010967097649528;0,0817547319201559;0,0209371895230679;0;0,00099701064936791;0;0;0,00099701064936791;0,00997009187353985;0;0;0;0,00099701064936791;0;0;0,00498504350008005;0,00997009187353985;0,00099701064936791;0;0;0;0;0;0;0;0,00099701064936791;0;0,00498504350008005;0,00099701064936791;0;0,00199401642535607;0;0,00498504350008005;0;0;0;0;0,00199401642535607;0;0;0,0179461624483439;0,00099701064936791;0,00099701064936791;0,00997009187353985;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00099701064936791;0,010967097649528;0;0;0;0;0,00797607057480403;0;0;0;0,00099701064936791;0;0;0,286141569030615;0;0,00299102707472398;0,00498504350008005;0,00099701064936791;0,00099701064936791;0,0149551353736199;0,00797607057480403;0
